level_name,direction,horizon,target_pct,stop_pct,n,n_base,hit,base_hit,hit_lift,exp,base_exp,edge
poc,momentum,1,0.03,0.005,116,273,0.017241379310344827,0.01098901098901099,0.0062523683213338375,-0.0020689655172413794,-0.0029304029304029304,0.000861437413161551
poc,momentum,1,0.03,0.01,116,273,0.02586206896551724,0.018315018315018316,0.007547050650498925,-0.0022413793103448275,-0.002893772893772894,0.0006523935834280665
poc,momentum,1,0.03,0.015,116,273,0.02586206896551724,0.018315018315018316,0.007547050650498925,-0.001293103448275862,-0.0021428571428571425,0.0008497536945812805
poc,momentum,1,0.03,0.02,116,273,0.02586206896551724,0.018315018315018316,0.007547050650498925,-0.0007758620689655172,-0.0010622710622710625,0.0002864089933055453
poc,momentum,1,0.03,0.03,116,273,0.02586206896551724,0.018315018315018316,0.007547050650498925,-0.0005172413793103448,-0.00032967032967032967,-0.00018757104964001517
poc,fade,3,0.005,0.005,116,273,0.28448275862068967,0.3626373626373626,-0.07815460401667296,-0.0021551724137931034,-0.0013736263736263737,-0.0007815460401667297
poc,fade,3,0.005,0.01,116,273,0.5,0.575091575091575,-0.07509157509157505,-0.0024999999999999996,-0.0013369963369963373,-0.0011630036630036623
poc,fade,3,0.005,0.015,116,273,0.6293103448275862,0.6923076923076923,-0.0629973474801061,-0.002025862068965517,-0.0008791208791208791,-0.001146741189844638
poc,fade,3,0.005,0.02,116,273,0.6810344827586207,0.7545787545787546,-0.0735442718201339,-0.0012500000000000002,0.0002564102564102566,-0.0015064102564102569
poc,fade,3,0.005,0.03,116,273,0.7068965517241379,0.7765567765567766,-0.06966022483263867,0.00017241379310344843,0.0014652014652014656,-0.001292787672098017
poc,fade,3,0.01,0.005,116,273,0.2413793103448276,0.28205128205128205,-0.04067197170645445,-0.0013362068965517239,-0.0007509157509157508,-0.000585291145635973
poc,fade,3,0.01,0.01,116,273,0.39655172413793105,0.43223443223443225,-0.0356827080965012,-0.001724137931034483,-0.0010989010989010991,-0.0006252368321333838
poc,fade,3,0.01,0.015,116,273,0.5086206896551724,0.5311355311355311,-0.02251484148035876,-0.0008620689655172412,-0.0002380952380952379,-0.0006239737274220033
poc,fade,3,0.01,0.02,116,273,0.5517241379310345,0.575091575091575,-0.023367437160540572,0.0,0.0007692307692307691,-0.0007692307692307691
poc,fade,3,0.01,0.03,116,273,0.5775862068965517,0.5824175824175825,-0.004831375521030745,0.0018965517241379317,0.001978021978021978,-8.147025388404632e-05
poc,fade,3,0.015,0.005,116,273,0.1896551724137931,0.21978021978021978,-0.030125047366426683,-0.0010344827586206901,-0.0004945054945054945,-0.0005399772641151956
